term	subject	courseNumber	section	component	name	location	startTime	endTime	monday	tuesday	wednesday	thursday	friday	online	enrollmentCap	preReq	coReq	equivalent	association	requireEngineer
Winter	COMP	371	WWWK	LAB	COMPUTER GRAPHICS	H843	15.45.00	17.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20	"COMP352, COEN352"		COMP 471		NOENG
Winter	COMP	371	WWWL	LAB	COMPUTER GRAPHICS	H854	20.30.00	22.20.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	"COMP352, COEN352"		COMP 471		NOENG
Winter	COMP	371	WWWM	LAB	COMPUTER GRAPHICS	H847	15.45.00	17.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20	"COMP352, COEN352"		COMP 471		NOENG
Winter	COMP	353	X	LEC	DATABASES	FGC080	13.15.00	14.30.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	120	"(COMP352, COEN352)"			1055	NOENG
Winter	COMP	352	X	LEC	DATA STRUCTURES + ALGORITHMS	H920	13.15.00	14.30.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	90	COMP 249	COMP 232	COEN 352	1053	NOENG
Winter	COMP	353	X XA	TUT	DATABASES	MBS1.401	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	60	"(COMP352, COEN352)"			1055	NOENG
Winter	COMP	352	X XA	TUT	DATA STRUCTURES + ALGORITHMS	H529	16.15.00	17.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30	COMP 249	COMP 232	COEN 352	1053	NOENG
Winter	COMP	352	X XB	TUT	DATA STRUCTURES + ALGORITHMS	H623	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	30	COMP 249	COMP 232	COEN 352	1053	NOENG
Winter	COMP	353	X XB	TUT	DATABASES	FGB070	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	60	"(COMP352, COEN352)"			1055	NOENG
Winter	COMP	352	X XC	TUT	DATA STRUCTURES + ALGORITHMS	MB1.301	17.45.00	18.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30	COMP 249	COMP 232	COEN 352	1053	NOENG
Winter	COMP	353	Y	LEC	DATABASES	FGB060	13.15.00	14.30.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	60	"(COMP352, COEN352)"			1056	NOENG
Winter	COMP	353	Y YA	TUT	DATABASES	MB2.430	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	30	"(COMP352, COEN352)"			1056	NOENG
Winter	COMP	353	Y YB	TUT	DATABASES	H531	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	30	"(COMP352, COEN352)"			1056	NOENG
Winter	COMP	353	YI-Y	LAB	DATABASES	H847	17.15.00	19.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20	"(COMP352, COEN352)"				NOENG
Winter	COMP	353	YJ-Y	LAB	DATABASES	H847	17.15.00	19.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20	"(COMP352, COEN352)"				NOENG
Winter	COMP	353	YK-Y	LAB	DATABASES	H847	19.15.00	21.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20	"(COMP352, COEN352)"				NOENG
Winter	COMP	346	YY	LEC	OPERATING SYSTEMS	H520	17.45.00	20.15.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	90	"(COMP 228, SOEN 228), COMP 352."			1041	N
Winter	COMP	346	YYYA	TUT	OPERATING SYSTEMS	H429	20.30.00	21.20.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45	"(COMP 228, SOEN 228), COMP 352."			1041	N
Winter	COMP	346	YYYB	TUT	OPERATING SYSTEMS	H429	13.15.00	14.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	"(COMP 228, SOEN 228), COMP 352."			1041	N
Winter	ELEC	275	JJ	LEC	PRINCIPLES OF ELEC. ENGG.	H920	17.45.00	20.15.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	80		ENGR213		1066	NOENG
Winter	ELEC	275	JJJA	TUT	PRINCIPLES OF ELEC. ENGG.	H623	09.45.00	11.25.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	40		ENGR213		1066	NOENG
Winter	ELEC	275	JJJB	TUT	PRINCIPLES OF ELEC. ENGG.	H564	11.45.00	13.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	40		ENGR213		1066	NOENG
Winter	ELEC	275	JK-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	17.45.00	20.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	JL-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	17.45.00	20.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	JM-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	11.45.00	14.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	JN-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	11.45.00	14.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	SI-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	08.45.00	11.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	SJ-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	08.45.00	11.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	SK-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	17.45.00	20.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	SL-X	LAB	PRINCIPLES OF ELEC. ENGG.	H822	17.45.00	20.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20		ENGR213			NOENG
Winter	ELEC	275	SS	LEC	PRINCIPLES OF ELEC. ENGG.	FGB040	17.45.00	20.15.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	80		ENGR213		1067	NOENG
Winter	ELEC	275	SSSA	TUT	PRINCIPLES OF ELEC. ENGG.	H439	08.45.00	10.35.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	40		ENGR213		1067	NOENG
Winter	ELEC	275	SSSB	TUT	PRINCIPLES OF ELEC. ENGG.	H523	08.45.00	10.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	40		ENGR213		1067	NOENG
Winter	ENCS	282	EE	LEC	TECH. WRITING + COMMUNIC N.	H435	17.45.00	20.15.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	140	"(ENCS272, EWT)"			1075	NOENG
Winter	ENCS	282	EEEN	TUT	TECH. WRITING + COMMUNIC N.	MB3.265	16.15.00	17.55.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30	"(ENCS272, EWT)"			1075	NOENG
Winter	ENCS	282	EEEO	TUT	TECH. WRITING + COMMUNIC N.	H619	16.15.00	17.55.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	44	"(ENCS272, EWT)"			1075	NOENG
Winter	ENCS	282	EEEP	TUT	TECH. WRITING + COMMUNIC N.	MBS2.445	16.15.00	17.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	30	"(ENCS272, EWT)"			1075	NOENG
Winter	ENCS	282	EEEQ	TUT	TECH. WRITING + COMMUNIC N.	H513	20.30.00	22.10.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	36	"(ENCS272, EWT)"			1075	NOENG
Winter	ENCS	272	II	LEC	COMP.& ARGUMENTATION FOR ENG	H561	17.45.00	20.15.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	75				1071	NOENG
Winter	ENCS	272	IIIE	TUT	COMP.& ARGUMENTATION FOR ENG	MB2.265	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	25				1071	NOENG
Winter	ENCS	272	IIIF	TUT	COMP.& ARGUMENTATION FOR ENG	MB2.255	16.15.00	17.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	25				1071	NOENG
Winter	ENCS	272	IIIG	TUT	COMP.& ARGUMENTATION FOR ENG	MBS1.255	16.15.00	17.05.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	25				1071	NOENG
Winter	ENCS	393	WW	LEC	SOC/ETH DIM INFO/COMM TECH	H507	17.45.00	20.15.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	80	ENCS282				NOENG
Winter	ENCS	282	WW	LEC	TECH. WRITING + COMMUNIC N.	H535	17.45.00	20.15.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	134	"(ENCS272, EWT)"			1076	NOENG
Winter	ENCS	282	WWWA	TUT	TECH. WRITING + COMMUNIC N.	H529	20.30.00	22.10.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	34	"(ENCS272, EWT)"			1076	NOENG
Winter	ENCS	282	WWWB	TUT	TECH. WRITING + COMMUNIC N.	MBS2.105	17.55.00	19.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	30	"(ENCS272, EWT)"			1076	NOENG
Winter	ENCS	282	WWWC	TUT	TECH. WRITING + COMMUNIC N.	H544	17.55.00	19.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	40	"(ENCS272, EWT)"			1076	NOENG
Winter	ENCS	282	WWWD	TUT	TECH. WRITING + COMMUNIC N.	MBS2.465	20.30.00	22.10.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	30	"(ENCS272, EWT)"			1076	NOENG
Winter	ENCS	282	Y	LEC	TECH. WRITING + COMMUNIC N.	MBS2.210	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	150	"(ENCS272, EWT)"			1077	NOENG
Winter	ENCS	282	Y YA	TUT	TECH. WRITING + COMMUNIC N.	H459	16.15.00	17.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	"(ENCS272, EWT)"			1077	NOENG
Winter	ENCS	282	Y YB	TUT	TECH. WRITING + COMMUNIC N.	MB2.435	16.15.00	17.55.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	45	"(ENCS272, EWT)"			1077	NOENG
Winter	ENCS	282	Y YC	TUT	TECH. WRITING + COMMUNIC N.	MBS1.255	16.15.00	17.55.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30	"(ENCS272, EWT)"			1077	NOENG
Winter	ENCS	282	Y YD	TUT	TECH. WRITING + COMMUNIC N.	MB2.255	16.15.00	17.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	30	"(ENCS272, EWT)"			1077	NOENG
Winter	ENGR	361	BL	LEC	FLUID MECHANICS I	ONLINE	00.00.00	00.00.00	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	240	ENGR213; ENGR233; ENGR 251			2049	NOENG
Winter	ENGR	201	BL	LEC	PROFESS L. PRACTICE+RESPONS.	ONLINE	00.00.00	00.00.00	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	500				1081	NOENG
Winter	ENGR	361	BL A	TUT	FLUID MECHANICS I	MBS1.430	15.15.00	16.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60	ENGR213; ENGR233; ENGR 251			2049	NOENG
Winter	ENGR	201	BL A	TUT	PROFESS L. PRACTICE+RESPONS.	H521	08.45.00	09.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50				1081	NOENG
Winter	ENGR	361	BL B	TUT	FLUID MECHANICS I	MBS1.115	16.15.00	17.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60	ENGR213; ENGR233; ENGR 251			2049	NOENG
Winter	ENGR	201	BL B	TUT	PROFESS L. PRACTICE+RESPONS.	H521	08.45.00	09.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL C	TUT	PROFESS L. PRACTICE+RESPONS.	H501	16.15.00	17.05.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	361	BL C	TUT	FLUID MECHANICS I	FGB070	15.15.00	16.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60	ENGR213; ENGR233; ENGR 251			2049	NOENG
Winter	ENGR	361	BL D	TUT	FLUID MECHANICS I	MBS1.235	16.15.00	17.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60	ENGR213; ENGR233; ENGR 251			2049	NOENG
Winter	ENGR	201	BL D	TUT	PROFESS L. PRACTICE+RESPONS.	H501	16.15.00	17.05.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL E	TUT	PROFESS L. PRACTICE+RESPONS.	MB3.435	08.45.00	09.35.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL F	TUT	PROFESS L. PRACTICE+RESPONS.	MB3.435	08.45.00	09.35.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL G	TUT	PROFESS L. PRACTICE+RESPONS.	MB2.435	16.15.00	17.05.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL H	TUT	PROFESS L. PRACTICE+RESPONS.	MB2.435	16.15.00	17.05.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL I	TUT	PROFESS L. PRACTICE+RESPONS.	FGB080	16.15.00	17.05.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	201	BL J	TUT	PROFESS L. PRACTICE+RESPONS.	FGB080	16.15.00	17.05.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50				1081	NOENG
Winter	ENGR	213	F	LEC	APP.ORDINARY DIFF.EQUATIONS	H937	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	131				1092	NOENG
Winter	ENGR	213	F FA	TUT	APP.ORDINARY DIFF.EQUATIONS	H509	18.00.00	19.40.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	70				1092	NOENG
Winter	ENGR	213	F FB	TUT	APP.ORDINARY DIFF.EQUATIONS	MBS2.401	17.45.00	19.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	61				1092	NOENG
Winter	ENGR	213	G	LEC	APP.ORDINARY DIFF.EQUATIONS	H435	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	150				1093	NOENG
Winter	ENGR	213	G GA	TUT	APP.ORDINARY DIFF.EQUATIONS	H420	16.10.00	17.50.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1093	NOENG
Winter	ENGR	213	G GB	TUT	APP.ORDINARY DIFF.EQUATIONS	H520	17.45.00	19.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	37				1093	NOENG
Winter	ENGR	213	G GC	TUT	APP.ORDINARY DIFF.EQUATIONS	H627	16.10.00	17.50.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	40				1093	NOENG
Winter	ENGR	213	G GD	TUT	APP.ORDINARY DIFF.EQUATIONS	H523	17.45.00	19.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	28				1093	NOENG
Winter	ENGR	244	HH	LEC	MECHANICS OF MATERIALS	FGC080	17.45.00	20.15.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	110	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2020	NOENG
Winter	ENGR	244	HHHA	TUT	MECHANICS OF MATERIALS	H539	17.45.00	19.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2020	NOENG
Winter	ENGR	244	HHHB	TUT	MECHANICS OF MATERIALS	H565	17.45.00	19.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2020	NOENG
Winter	ENGR	244	HI-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	HJ-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	HK-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	HL-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	HM-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	HN-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	233	J	LEC	APPLIED ADVANCED CALCULUS	H535	16.15.00	17.30.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	135				1097	NOENG
Winter	ENGR	242	J	LEC	STATICS	H411	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	100		ENGR213		2009	NOENG
Winter	ENGR	213	J	LEC	APP.ORDINARY DIFF.EQUATIONS	FGC080	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	125				1094	NOENG
Winter	ENGR	242	J JA	TUT	STATICS	H423	13.45.00	15.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50		ENGR213		2009	NOENG
Winter	ENGR	233	J JA	TUT	APPLIED ADVANCED CALCULUS	H459	17.45.00	19.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1097	NOENG
Winter	ENGR	213	J JA	TUT	APP.ORDINARY DIFF.EQUATIONS	FGB030	15.45.00	17.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	65				1094	NOENG
Winter	ENGR	242	J JB	TUT	STATICS	FGB055	13.45.00	15.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50		ENGR213		2009	NOENG
Winter	ENGR	233	J JB	TUT	APPLIED ADVANCED CALCULUS	H565	19.40.00	21.20.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1097	NOENG
Winter	ENGR	213	J JB	TUT	APP.ORDINARY DIFF.EQUATIONS	MB5.215	15.45.00	17.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				1094	NOENG
Winter	ENGR	233	J JC	TUT	APPLIED ADVANCED CALCULUS	H609	13.15.00	15.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1097	NOENG
Winter	ENGR	242	L	LEC	STATICS	H420	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	90		ENGR213		2010	NOENG
Winter	ENGR	242	L LA	TUT	STATICS	FGB055	17.45.00	19.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45		ENGR213		2010	NOENG
Winter	ENGR	242	L LB	TUT	STATICS	FGB080	17.45.00	19.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45		ENGR213		2010	NOENG
Winter	ENGR	244	M	LEC	MECHANICS OF MATERIALS	MBS2.330	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	110	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2021	NOENG
Winter	ENGR	244	M MA	TUT	MECHANICS OF MATERIALS	MB2.445	13.15.00	15.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2021	NOENG
Winter	ENGR	244	M MB	TUT	MECHANICS OF MATERIALS	H565	13.15.00	15.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2021	NOENG
Winter	ENGR	244	MI-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	MJ-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	MK-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	ML-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	MM-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	MN-X	LAB	MECHANICS OF MATERIALS	H963	17.45.00	20.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	392	P	LEC	IMPACT/TECHNOLOGY ON SOCIETY	H820	08.45.00	11.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	80	"ENCS282, ENGR202, ENGR201"				NOENG
Winter	ENGR	392	Q	LEC	IMPACT/TECHNOLOGY ON SOCIETY	MBS2.330	14.45.00	17.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	80	"ENCS282, ENGR202, ENGR201"				NOENG
Winter	ENGR	202	R	LEC	SUSTAIN.DEV.+ENVIRO.STEWART.	H110	16.15.00	17.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	250					NOENG
Winter	ENGR	301	R	LEC	ENGR.MGMT.PRINCIP.+ECONOMICS	MBS2.330	16.15.00	17.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	140			ENGR 401	2040	NOENG
Winter	ENGR	233	R	LEC	APPLIED ADVANCED CALCULUS	H535	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	135				1098	NOENG
Winter	ENGR	301	R RA	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV1.162	17.45.00	18.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	35			ENGR 401	2040	NOENG
Winter	ENGR	233	R RA	TUT	APPLIED ADVANCED CALCULUS	H629	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				1098	NOENG
Winter	ENGR	301	R RB	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV3.309	17.45.00	18.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	35			ENGR 401	2040	NOENG
Winter	ENGR	233	R RB	TUT	APPLIED ADVANCED CALCULUS	H435	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				1098	NOENG
Winter	ENGR	301	R RC	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV1.162	18.45.00	19.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35			ENGR 401	2040	NOENG
Winter	ENGR	233	R RC	TUT	APPLIED ADVANCED CALCULUS	H631	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				1098	NOENG
Winter	ENGR	301	R RD	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV3.309	18.45.00	19.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35			ENGR 401	2040	NOENG
Winter	ENGR	392	RR	LEC	IMPACT/TECHNOLOGY ON SOCIETY	H620	17.45.00	20.15.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	80	"ENCS282, ENGR202, ENGR201"				NOENG
Winter	ENGR	233	S	LEC	APPLIED ADVANCED CALCULUS	H535	08.45.00	10.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	135				1099	NOENG
Winter	ENGR	392	S	LEC	IMPACT/TECHNOLOGY ON SOCIETY	MBS1.115	14.45.00	17.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	60	"ENCS282, ENGR202, ENGR201"				NOENG
Winter	ENGR	233	S SA	TUT	APPLIED ADVANCED CALCULUS	H631	08.20.00	10.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1099	NOENG
Winter	ENGR	233	S SB	TUT	APPLIED ADVANCED CALCULUS	H609	13.15.00	14.55.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	45				1099	NOENG
Winter	ENGR	233	S SC	TUT	APPLIED ADVANCED CALCULUS	H423	08.20.00	10.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				1099	NOENG
Winter	ENGR	301	SS	LEC	ENGR.MGMT.PRINCIP.+ECONOMICS	H435	18.00.00	20.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	140			ENGR 401	2041	NOENG
Winter	ENGR	202	SS	LEC	SUSTAIN.DEV.+ENVIRO.STEWART.	H110	17.45.00	19.00.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	250					NOENG
Winter	ENGR	301	SSSA	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV1.162	17.45.00	18.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35			ENGR 401	2041	NOENG
Winter	ENGR	301	SSSB	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV3.309	17.45.00	18.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35			ENGR 401	2041	NOENG
Winter	ENGR	301	SSSC	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV1.162	18.45.00	19.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	35			ENGR 401	2041	NOENG
Winter	ENGR	301	SSSD	TUT	ENGR.MGMT.PRINCIP.+ECONOMICS	EV3.309	18.45.00	19.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	35			ENGR 401	2041	NOENG
Winter	ENGR	243	T	LEC	DYNAMICS	MBS2.210	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	150	"ENGR213, ENGR242"			2014	NOENG
Winter	ENGR	245	T	LEC	MECHANICAL ANALYSIS	GNM100	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	100		ENGR213	ENCS 245	2025	NOENG
